sira,sure,ayet,metin,hoca
150,2,143,"I (God) have shown you a way to make you a justly balanced nation so that you may become a frame of references for the entire humanity. As to your frame of reference, you have your Prophet to follow. My commandment to take the direction of Jerusalem for saying your prayer was simply a trial to see who will follow the Prophet and who will disregard him. It was indeed a hard test (for the Arabs not to pray towards Mecca) but of course not for the believers who have been guided by God. Rest assured that God will not let this faith of yours being unnoticed as God is the Most King to the mankind and the Most Forgiving.",Bijan Moeinian
151,2,144,"I have seen you turning your face towards the sky in praying. Now I command you to take the direction of Mecca, that you love so much, to offer your prayers. From now on, therefore, whoever you are, turn your face towards ""Masjid-Al-Haram (the oldest place devoted to the worship of God; built by Abraham & Ishmael) in Mecca while offering a prayer. Those who believe in the Scripture know that this commandment comes from the Lord. God is not unaware of what they are doing (not respecting the Lord’s commandments.)",Bijan Moeinian
152,2,145,"Even if you perform the most convincing miracle, Jews and Christians will not [obey the Lord’s commandment and] say their prayers facing Mecca. You, naturally, will not follow their direction either. As a matter of fact, they will not compromise even among themselves. Therefore, now that you have received the commandment, you are obliged to follow it. If you disobey this commandment, you have chosen to join the unjust people.",Bijan Moeinian
153,2,146,"Those who believe in Scripture, they do not have any doubt about it and recognize (that Mecca’s Mosque was built by Abraham years before Solomon built the temple in Jerusalem) it the same way that they recognize their own children. Some of them, however, try to hid the truth.",Bijan Moeinian
154,2,147,The above mentioned is a commandment from your Lord; do not entertain any doubt about it.,Bijan Moeinian
155,2,148,"To worship God, people turn their faces to different directions. [The direction, however is not that important; what is important is to] Compete in doing good deeds. Know that God will gather you one day together. Indeed God is capable of doing everything.",Bijan Moeinian
156,2,149,"Wherever you are, say your prayers towards Majid-Alharam (in Mecca. ) This is an order from your Lord. Do not think that God does not know what you are doing.",Bijan Moeinian
157,2,150,"Wherever you go, and wherever you are, say your prayers towards Masjid-Alharam. There is no dispute about this commandment except among the wicked ones. Do not fear them; instead fear me so that I may complete my favor upon you and guide you towards the right path.",Bijan Moeinian
158,2,151,"An example of my blessing is choosing a Prophet from among yourselves who is reading my revelations to you, purifying you, teaching you the Scripture and wisdom as well as what you never knew.",Bijan Moeinian
159,2,152,"Therefore, keep me in your mind so that I keep you in mind; always be grateful and never cover the truth.",Bijan Moeinian
160,2,153,"O you who believe, deal with the difficulties of life with patience and prayers. Know that God is with the patient ones.",Bijan Moeinian
161,2,154,"Do not consider those who give up their [worldly] life to please God as ""dead. "" As a matter of fact, they are alive but your brain is not capable of understanding this concept.",Bijan Moeinian
162,2,155,"I will try you in fear, hunger, poverty, death (of your dear ones), and loss of wealth. Let the patient ones know what a reward is awaiting them.",Bijan Moeinian
163,2,156,"When the laters face a disaster (mostly in case of the death of their beloved ones), they face it calmly and say: ""We are originated by God and to Him we return [so why worry about this incident?]""",Bijan Moeinian
164,2,157,These are the people who are well guided. God sends His Salutation to them and will shower them with His Mercy.,Bijan Moeinian
165,2,158,"Walking (as a show of belief) between the hills of Safa & Marwa (near Mecca) is a God sanctioned ritual (instituted by Abraham) and a part of the pilgrimage to Mecca. This ritual is not a sin (in spite of the fact that it was practiced unknowing of its origin by the pagans in the past); after all, God knows what is in your heart (that this act of yours is to please God and not to glorify the idols of the past.)",Bijan Moeinian
166,2,159,God and people curse those (religious scholars who have made the religion a monopoly of their own and do not share their knowledge with the people) who hide the Lord’s teachings as revealed in the Scripture (and is meant to enlighten the public at large),Bijan Moeinian
167,2,160,"But I will forgive those of them who repent, purify themselves and teach the public what they were hiding. I am very generous in accepting the repentance and showing mercy.",Bijan Moeinian
168,2,161,"Those who persist in covering the fact and die as a disbeliever, they will carry the curse of God, His angles and all humanity.",Bijan Moeinian
169,2,162,"Such disbelievers will end up ""living"" in the Hell, forgotten forever, without any pity.",Bijan Moeinian
170,2,163,"Know that your Lord is the only God. There is no God but Him; the Most Merciful, the Most Forgiving.",Bijan Moeinian
171,2,164,"The creation of the heavens and the earth, the difference between day and night (due to the rotation of the earth around its axle), the sailing of the [huge] ships over the waters [without sinking], the water that god sends down from the sky to give life to the dead land and to support all kind of creatures, blowing of the winds and the masses of the clouds between the earth and the sky are indeed miracles witnessing [the existence and the greatness of] God for those who [use their brain to] think.",Bijan Moeinian
172,2,165,"[In spite of all these clear signs, ] There are people who worship [things, beings and concepts] lower than God and adore them the way only God should be adored. The believers, on the contrary, worship God wholeheartedly. May the disbelievers wake up before facing their punishment in the Day of Judgment and realize that the ultimate power and authority belongs to the Lord and that God is sever in punishment.",Bijan Moeinian
