Sıra,Sure,Ayet,Metin,Hoca
221,2,214,Sizden önce gelenlerin durumu sizin başınıza gelmeden cennete gireceğinizi mi zannettiniz?,Diyanet 1961
222,2,215,"Sana, ne sarfedeceklerini sorarlar, de ki: ’Sarfedeceğiniz mal, ana baba, yakınlar, yetimler,",Diyanet 1961
223,2,216,"Savaş, hoşunuza gitmediği halde size farz kılındı. İhtimal ki hoşlanmadığınız şey sizin",Diyanet 1961
224,2,217,"Sana hürmet edilen ayı, o aydaki savaşı sorarlar. De ki: ’O ayda savaşmak büyük suçtur.",Diyanet 1961
225,2,218,"İnananlar, hicret edenler ve Allah yolunda cihad edenler Allah’ın rahmetini umarlar. Allah",Diyanet 1961
226,2,219,"Sana içki ve kumarı sorarlar, de ki: 'İkisinde hem büyük günah ve hem insanlara bazı",Diyanet 1961
227,2,220,"Sana yetimleri sorarlar, de ki: 'Onların işlerini düzeltmek hayırlıdır’. Eğer onlarla bir arada",Diyanet 1961
228,2,221,"Allah’a eş koşan kadınlarla onlar imana gelinceye kadar evlenmeyin. İnanan bir cariye,",Diyanet 1961
229,2,222,"Sana, kadınların aybaşı hah hakkında da sorarlar, de ki: 'O bir ezadır (rahatsızlıktır)’. Aybaşı",Diyanet 1961
230,2,223,"Kadınlarınız sizin tarlanızdır, tarlanıza istediğiniz gibi gelin. İstikbal için hazırlıklı olun,",Diyanet 1961
231,2,224,"İnsanların arasını düzeltmeniz, günahtan sakınmanız ve iyi olmanız için, Allah'a yaptığınız",Diyanet 1961
232,2,225,"Allah sizi rastgele yeminlerinizden dolayı değil, fakat kalblerinizin kasdettiği yeminlerden",Diyanet 1961
233,2,226,"Kadınlarına yaklaşmamaya yemin edenler, dört ay bekleyebilirler; eğer yeminlerinden",Diyanet 1961
234,2,227,"Şayet boşanmaya kararlı iseler, bilsinler ki Allah şüphesiz işitir ve bilir.",Diyanet 1961
235,2,228,"Boşanan kadınlar, kendi kendilerine üç aybaşı hali beklerler, eğer Allah'a ve ahiret gününe",Diyanet 1961
236,2,229,Boşanma iki defadır. Ya iyilikle tutma ya da iyilik yaparak bırakmadır. İkisi Allah’ın,Diyanet 1961
237,2,230,"Bundan sonra kadını boşarsa, kadın başka birisiyle evlenmedikçe bir daha kendisine helal",Diyanet 1961
238,2,231,"Kadınları boşadığınızda, müddetleri sona ererken, onları güzellikle tutun, ya da güzellikle",Diyanet 1961
239,2,232,"Kadınları boşadığınızda, müddetleri sona ermişse, kocaları ile birbirleriyle güzellikle",Diyanet 1961
240,2,233,"Anneler çocuklarını, emzirmeyi tamamlatmak isteyen baba için, tam iki sene emzirirler.",Diyanet 1961
241,2,234,İçinizden ölenlerin bırakmış olduğu eşler kendi kendilerine dört ay on gün beklerler;,Diyanet 1961
242,2,235,Böyle kadınlara kapalı bir şekilde evlenme teklif etmenizde veya içinizden onlarla,Diyanet 1961
243,2,236,Kadınlara el sürmeden ve mehirlerini biçmeden onları boşarsanız size sorumluluk yoktur.,Diyanet 1961
244,2,237,"Eğer onlara mehir biçer de el sürmeden onları boşarsanız, kendileri veya nikah akdi elinde",Diyanet 1961
245,2,238,Namazlara ve orta namaza devam edin; gönülden boyun eğerek Allah için namaza durun.,Diyanet 1961
246,2,239,"Eğer korkarsanız, yaya yahut binekte iken kılın, güvene erişince, bilmediklerinizi öğrettiği",Diyanet 1961
247,2,240,"İçinizden ölüp, eşler bırakacak olanlar, evlerinden çıkarılmaksızın, senesine kadar eşlerinin",Diyanet 1961
248,2,241,"Boşanan kadınları, haksızlıktan sakınanlara bir borç olmak üzere, uygun bir surette",Diyanet 1961
249,2,242,Allah ayetlerini düşünesiniz diye böylece açıklamaktadır.,Diyanet 1961
250,2,243,Binlerce kişinin memleketlerinden ölüm korkusuyla çıktıklarını görmedin mi? Allah onlara,Diyanet 1961
251,2,244,Allah yolunda savaşın; bilin ki Allah işitir ve bilir.,Diyanet 1961
252,2,245,"Allah'a, kat kat karşılığını arttıracağı güzel bir ödünç takdiminde kim bulunur? Allah hem",Diyanet 1961
253,2,246,"Musa’dan sonra îsrailoğullarının ileri gelenlerini görmedin mi? Peygamberlerinden birine,",Diyanet 1961
254,2,247,"Peygamberleri onlara 'Allah size şüphesiz, Talut'u hükümdar olarak gönderdi’ dedi. 'Biz",Diyanet 1961
255,2,248,"Peygamberleri onlara, 'Onun hükümdarlığının alameti, size sandığın gelmesidir, onda",Diyanet 1961
256,2,249,"Talut orduyla birlikte ayrıldıktan sonra, 'Doğrusu Allah sizi bir ırmakla deneyecektir, ondan",Diyanet 1961
257,2,250,"Calut ve ordusuna karşı çıktıklarında, ’Rabbimiz! Bize sabır ver, sebatımızı artır, inkar eden",Diyanet 1961
258,2,251,"Onları Allah’ın izniyle bozguna uğrattılar; Davud Calut'u öldürdü, Allah Davud’a",Diyanet 1961
259,2,252,İşte bunlar Allah’ın ayetleridir. Biz onları sana doğru olarak okuyoruz. Şüphesiz sen,Diyanet 1961
260,2,253,İşte bu peygamberlerden bir kısmını diğerlerinden üstün kıldık. Onlardan Allah'ın,Diyanet 1961
261,2,254,"Ey inananlar! Alışverişin, dostluğun, şefaatin olmayacağı günün gelmesinden önce sizi",Diyanet 1961
262,2,255,"Allah, O’ndan başka tanrı olmayan, kendisini uyuklama ve uyku tutmayan, diri, her an",Diyanet 1961
263,2,256,Dinde zorlama yoktur; Artık hak ile batıl iyice ayrılmıştır. Tağutu (saptırıcıları) inkar edip,Diyanet 1961
264,2,257,"Allah inananların dostudur, onları karanlıklardan aydınlığa çıkarır. İnkar edenlerin ise",Diyanet 1961
265,2,258,Allah kendisine mülk verdi diye İbrahim ile Rabbi hakkında tartışanı görmedin mi? İbrahim:,Diyanet 1961
266,2,259,Yahut altı üstüne gelmiş bir kasabaya uğrayan kimseyi görmedin mi? 'Allah burayı,Diyanet 1961
267,2,260,"İbrahim: ’Rabbim! Ölüleri nasıl dirilttiğini bana göster’ dediğinde, 'İnanmıyor musun?'",Diyanet 1961
268,2,261,"Mallarını Allah yolunda sarfedenlerin durumu, her başağında yüz tane olmak üzere yedi",Diyanet 1961
269,2,262,Mallarını Allah yolunda sarfedip sonra sarfettikleri şeyin ardından başa kakmayan ve eza,Diyanet 1961
270,2,263,"Güzel bir söz ve bağışlama, peşinden eza gelen bir sadakadan daha iyidir. Allah müstağnidir,",Diyanet 1961
271,2,264,"Ey İnananlar! Allah’a ve ahiret gününe inanmayıp, insanlara gösteriş için malını sarfeden",Diyanet 1961
272,2,265,Allah’ın rızasını kazanmak ve kalblerini sağlamlaştırmak için mallarını sarfedenlerin,Diyanet 1961
273,2,266,"Hangi biriniz, kendisi ihtiyarlamış ve çocukları da güçsüzken, altlarından ırmaklar akan,",Diyanet 1961
274,2,267,Ey İnananlar! Kazandıklarını z ın temizlerinden ve size yerden çıkardıklarımızdan sarfedin;,Diyanet 1961
275,2,268,Şeytan sizi fakirlikle korkutarak cimriliği ve hayasızlığı emreder; Allah ise kendisinden,Diyanet 1961
276,2,269,Hikmeti dilediğine verir. Kime hikmet verilmişse şüphesiz ona çokça hayır verilmiştir.,Diyanet 1961
277,2,270,Sarfettiğiniz harcı ve adadığınız adağı şüphesiz Allah bilir. Zulmedenlerin hiç yardımcıları,Diyanet 1961
278,2,271,Sadakaları açıkça verirseni z o ne güzel! Eğer onları yoksullara gizlice verirseni z sizin için,Diyanet 1961
279,2,272,"Onların doğru yola iletilmeleri sana düşmez, fakat Allah dilediğini doğru yola eriştirir.",Diyanet 1961
280,2,273,"Sadakalarınızı, kendilerini Allah yoluna adayıp yeryüzünde dolaşamayanlara, hayalarından",Diyanet 1961
281,2,274,"Gece gündüz, açık gizli, mallarını sarfedenlerin mükafatlarını Rab’leri verecektir. Onlara",Diyanet 1961
282,2,275,"Faiz yiyenler mahşerde ancak şeytanın çarptığı kimsenin kalktığı gibi kalkarlar. Bu, onların,",Diyanet 1961
283,2,276,"Allah faizi eksiltir, sadakaları bereketlendirir. Allah pek nankör olan hiçbir günahkarı",Diyanet 1961
284,2,277,"İnanıp yararlı işler işleyenlerin, namaz kılıp, zekat verenlerin Rab’leri katında ecirleri vardır.",Diyanet 1961
285,2,278,"Ey İnananlar! Allah'tan sakının, inanmışsanız, faizden arta kalmış hesabdan vazgeçin.",Diyanet 1961
286,2,279,"Böyle yapmazsanız, bunun Allah’a ve Peygamberine karşı açılmış bir savaş olduğunu bilin.",Diyanet 1961
287,2,280,"Borçlu darda ise, eli genişleyinceye kadar ona mühlet verin. Bilmiş olsanı z borcu",Diyanet 1961
288,2,281,Allah'a döneceğiniz ve sonra haksızlığa uğramadan herkesin kazancının kendisine eksiksiz,Diyanet 1961
289,2,282,Ey İnananlar! Birbirinize belirli bir süre için borçlandığınız zaman onu yazınız. İçinizden bir,Diyanet 1961
290,2,283,"Eğer yolculukta olup katip bulamazsanız alınan rehin yeter. Şayet birbirinize güvenirseniz,",Diyanet 1961
291,2,284,Göklerde ve yerde olanlar Allah’ındır. İçinizdekini açıklasanız da gizleseniz de Allah sizi,Diyanet 1961
292,2,285,"Peygamber ve inananlar, ona Rabb'inden indirilene inandı. Hepsi Allah'a, meleklerine,",Diyanet 1961
293,2,286,"Allah kişiye ancak gücünün yeteceği kadar yükler; kazandığı iyilik lehine, ettiği kötülük de",Diyanet 1961
294,3,1,"Elif, Lam, Mim.",Diyanet 1961
295,3,2,"Allah, Ondan başka tanrı olmayan, diri, her an yaratıklarını gözetip durandır.",Diyanet 1961
296,3,3,Kendisinden önceki Kitapları tasdik eden Hak Kitap’ı sana indirdi. Önceden insanlara yol,Diyanet 1961
297,3,4,Kendisinden önceki Kitapları tasdik eden Hak Kitap’ı sana indirdi. Önceden insanlara yol,Diyanet 1961
298,3,5,Şüphesiz gökte ve yerde hiçbir şey Allah'tan gizli kalmaz.,Diyanet 1961
299,3,6,"Ana rahminde sizi dilediği gibi şekillendiren O’dur. O’ndan başka tanrı yoktur, güçlüdür,",Diyanet 1961
300,3,7,"Sana Kitap’ı indiren O’dur. Onda Kitap’ın temeli olan kesin anlamlı ayetler vardır, diğerleri",Diyanet 1961
301,3,8,"Rabbimiz! Bizi doğru yola erdirdikten sonra kalblerimizi eğriltme, katından bize rahmet",Diyanet 1961
302,3,9,"Rabbimiz! Doğrusu geleceği şüphe götürmeyen günde, insanları toplayacak olan Şensin.",Diyanet 1961
303,3,10,"İnkar edenlerin malları ve çocukları, Allah'a karşı onlara bir şey sağlamaz. İşte onlar ateşin",Diyanet 1961
304,3,11,"Bunların tutumu, Firavun ailesinin ve onlardan öncekilerin tutumu gibi ki, ayetlerimizi",Diyanet 1961
305,3,12,"İ nk ar edenlere: 'Yenileceksiniz, toplanıp cehenneme sürüleceksiniz, orası ne kötü döşektir’",Diyanet 1961
306,3,13,Karşı karşıya gelen iki topluluğun durumlarında sizin için ibret vardır; biri Allah yolunda,Diyanet 1961
307,3,14,"Kadınlara, oğullara, kantar kantar altın ve gümüşe, nişanlı atlar ve develere, ekinlere karşı",Diyanet 1961
308,3,15,"De ki: Bundan daha iyisini size haber vereyim mi? Allah’a karşı gelmekten sakınanlara,",Diyanet 1961
309,3,16,"(16-17) Onlar ki, 'Rabbimiz! Biz şüphesiz inandık, bunun için günahlarımızı bize bağışla ve",Diyanet 1961
310,3,17,"(16-17) Onlar ki, 'Rabbimiz! Biz şüphesiz inandık, bunun için günahlarımızı bize bağışla ve",Diyanet 1961
311,3,18,"Allah, melekler ve adaleti yerine getiren ilim sahihleri, O’ndan başka tanrı olmadığına",Diyanet 1961
312,3,19,"Allah katında din, şüphesiz İslam’dır. Ancak, Kitap verilenler, kendilerine ilim geldikten",Diyanet 1961
313,3,20,"Eğer seninle tartışmaya girişirlerse, 'Ben bana uyanlarla birlikte kendimi Allah’a verdim’ de.",Diyanet 1961
314,3,21,"Allah’ın ayetlerini inkar edenlere, haksız yere peygamberleri öldürenlere, insanlardan adaleti",Diyanet 1961
315,3,22,"Onlar, dünya ve ahirette işleri boşa çıkacak olanlardır. Onların hiç yardımcıları da yoktur.",Diyanet 1961
316,3,23,"Kendilerine Kitapdan bir pay verilenleri, görmedin mi? Onlar aralarında hüküm vermek için",Diyanet 1961
317,3,24,"Bu, onların: ’Bize ateş sadece sayılı birkaç gün değecektir’ demelerindendir. Uydurup",Diyanet 1961
318,3,25,"Geleceğinden şüphe olmayan günde, onları topladığımız ve haksızlık yapılmayarak herkese",Diyanet 1961
319,3,26,De ki: 'Mülkün sahibi olan Allah’ım! Mülkü dilediğine verirsin; dilediğinden çekip alırsın;,Diyanet 1961
320,3,27,"Geceyi gündüze, gündüzü geceye geçirirsin; ölüden diri, diriden ölü çıkarırsın; dilediğini",Diyanet 1961
321,3,28,"Müminler, müminleri bırakıp kafirleri dost edinmesinler; kim böyle yaparsa Allah katında",Diyanet 1961
322,3,29,"De ki: 'İçinizde olanı gizleseniz de açıklasanız da Allah onu bilir. Göklerde olanları da, yerde",Diyanet 1961
323,3,30,"Her kişinin yaptığı iyiliği ve yaptığı kötülüğü, ki kendisiyle o kötülük arasında uzun bir",Diyanet 1961
324,3,31,De ki: 'Allah’ı seviyorsanız bana uyun. Allah da sizi sevsin ve günahlarınızı bağışlasın. Allah,Diyanet 1961
325,3,32,"De ki: 'Allah’a ve Peygambere itaat edin'. Yüz çevirirlerse bilsinler ki, Allah inkar edenleri",Diyanet 1961
326,3,33,"(33-34) Allah, Adem'i, Nuh'u, İbrahim ailesini, İmran ailesini birbirinin soyundan olarak",Diyanet 1961
327,3,34,"(33-34) Allah, Adem'i, Nuh'u, İbrahim ailesini, İmran ailesini birbirinin soyundan olarak",Diyanet 1961
328,3,35,"İmran’ın karısı: 'Ya Rabbi! Kamımda olanı, sadece sana hizmet etmek üzere adadım, benden",Diyanet 1961
329,3,36,"Onu doğurduğunda, Allah onun ne doğurduğunu bilirken 'Ya Rabbi! Kız doğurdum. Erkek,",Diyanet 1961
330,3,37,"Rabbi onu güzel bir kabulle karşıladı, güzel bir bitki gibi yetiştirdi; onu Zekeriya’nın",Diyanet 1961
331,3,38,,Diyanet 1961
332,3,39,,Diyanet 1961
333,3,40,,Diyanet 1961
334,3,41,,Diyanet 1961
335,3,42,,Diyanet 1961
336,3,43,,Diyanet 1961
337,3,44,,Diyanet 1961
338,3,45,,Diyanet 1961
339,3,46,,Diyanet 1961
340,3,47,,Diyanet 1961
341,3,48,,Diyanet 1961
342,3,49,,Diyanet 1961
343,3,50,,Diyanet 1961
344,3,51,,Diyanet 1961
345,3,52,,Diyanet 1961
346,3,53,,Diyanet 1961
347,3,54,,Diyanet 1961
348,3,55,,Diyanet 1961
349,3,56,,Diyanet 1961
350,3,57,,Diyanet 1961
351,3,58,,Diyanet 1961
352,3,59,,Diyanet 1961
353,3,60,,Diyanet 1961
354,3,61,,Diyanet 1961
355,3,62,,Diyanet 1961
356,3,63,,Diyanet 1961
357,3,64,,Diyanet 1961
358,3,65,,Diyanet 1961
359,3,66,,Diyanet 1961
360,3,67,,Diyanet 1961
361,3,68,,Diyanet 1961
362,3,69,,Diyanet 1961
363,3,70,,Diyanet 1961
364,3,71,,Diyanet 1961
365,3,72,,Diyanet 1961
366,3,73,,Diyanet 1961
367,3,74,,Diyanet 1961
368,3,75,,Diyanet 1961
369,3,76,,Diyanet 1961
370,3,77,,Diyanet 1961
371,3,78,,Diyanet 1961
372,3,79,,Diyanet 1961
373,3,80,,Diyanet 1961
374,3,81,,Diyanet 1961
375,3,82,,Diyanet 1961
376,3,83,,Diyanet 1961
377,3,84,,Diyanet 1961
378,3,85,,Diyanet 1961
379,3,86,,Diyanet 1961
380,3,87,,Diyanet 1961
381,3,88,,Diyanet 1961
382,3,89,,Diyanet 1961
383,3,90,,Diyanet 1961
384,3,91,,Diyanet 1961
385,3,92,,Diyanet 1961
386,3,93,,Diyanet 1961
387,3,94,,Diyanet 1961
388,3,95,,Diyanet 1961
389,3,96,,Diyanet 1961
390,3,97,,Diyanet 1961
391,3,98,,Diyanet 1961
392,3,99,,Diyanet 1961
393,3,100,,Diyanet 1961
394,3,101,,Diyanet 1961
395,3,102,,Diyanet 1961
396,3,103,,Diyanet 1961
397,3,104,,Diyanet 1961
398,3,105,,Diyanet 1961
399,3,106,,Diyanet 1961
400,3,107,,Diyanet 1961
401,3,108,,Diyanet 1961
402,3,109,,Diyanet 1961
403,3,110,,Diyanet 1961
404,3,111,,Diyanet 1961
405,3,112,,Diyanet 1961
406,3,113,,Diyanet 1961
407,3,114,,Diyanet 1961
408,3,115,,Diyanet 1961
409,3,116,,Diyanet 1961
410,3,117,,Diyanet 1961
411,3,118,,Diyanet 1961
412,3,119,,Diyanet 1961
413,3,120,,Diyanet 1961
414,3,121,,Diyanet 1961
415,3,122,,Diyanet 1961
416,3,123,,Diyanet 1961
417,3,124,,Diyanet 1961
418,3,125,,Diyanet 1961
419,3,126,,Diyanet 1961
420,3,127,,Diyanet 1961
421,3,128,,Diyanet 1961
422,3,129,,Diyanet 1961
423,3,130,,Diyanet 1961
424,3,131,,Diyanet 1961
425,3,132,,Diyanet 1961
426,3,133,,Diyanet 1961
427,3,134,,Diyanet 1961
428,3,135,,Diyanet 1961
429,3,136,,Diyanet 1961
430,3,137,,Diyanet 1961
431,3,138,,Diyanet 1961
432,3,139,,Diyanet 1961
433,3,140,,Diyanet 1961
434,3,141,,Diyanet 1961
435,3,142,,Diyanet 1961
436,3,143,,Diyanet 1961
437,3,144,,Diyanet 1961
438,3,145,,Diyanet 1961
439,3,146,,Diyanet 1961
440,3,147,,Diyanet 1961
441,3,148,,Diyanet 1961
442,3,149,,Diyanet 1961
443,3,150,,Diyanet 1961
444,3,151,,Diyanet 1961
445,3,152,,Diyanet 1961
446,3,153,,Diyanet 1961
447,3,154,,Diyanet 1961
448,3,155,,Diyanet 1961
449,3,156,,Diyanet 1961
450,3,157,,Diyanet 1961
451,3,158,,Diyanet 1961
452,3,159,,Diyanet 1961
453,3,160,,Diyanet 1961
454,3,161,,Diyanet 1961
455,3,162,,Diyanet 1961
456,3,163,,Diyanet 1961
457,3,164,,Diyanet 1961
458,3,165,,Diyanet 1961
459,3,166,,Diyanet 1961
460,3,167,,Diyanet 1961
461,3,168,,Diyanet 1961
462,3,169,,Diyanet 1961
463,3,170,,Diyanet 1961
464,3,171,,Diyanet 1961
465,3,172,,Diyanet 1961
466,3,173,,Diyanet 1961
467,3,174,,Diyanet 1961
468,3,175,,Diyanet 1961
469,3,176,,Diyanet 1961
470,3,177,,Diyanet 1961
471,3,178,,Diyanet 1961
472,3,179,,Diyanet 1961
473,3,180,,Diyanet 1961
474,3,181,,Diyanet 1961
475,3,182,,Diyanet 1961
476,3,183,,Diyanet 1961
477,3,184,,Diyanet 1961
478,3,185,,Diyanet 1961
479,3,186,,Diyanet 1961
480,3,187,,Diyanet 1961
481,3,188,,Diyanet 1961
482,3,189,,Diyanet 1961
483,3,190,,Diyanet 1961
484,3,191,,Diyanet 1961
485,3,192,,Diyanet 1961
486,3,193,,Diyanet 1961
487,3,194,,Diyanet 1961
488,3,195,,Diyanet 1961
489,3,196,,Diyanet 1961
490,3,197,,Diyanet 1961
491,3,198,,Diyanet 1961
492,3,199,,Diyanet 1961
493,3,200,,Diyanet 1961
494,4,1,"Ey İnsanlar! Sizi bir tek nefisten yaratan, ondan eşini var eden ve ikisinden pek çok erkek ve",Diyanet 1961
495,4,2,"Yetimlere mallarını verin. Temizi murdara değişmeyin, onların mallariyle kendi mallarını z ı",Diyanet 1961
496,4,3,"Eğer, velisi olduğunuz mal sahibi yetim kızlarla evlenmekle onlara haksızlık yapmaktan",Diyanet 1961
497,4,4,"Kadınlara metihlerini cömertçe verin, eğer ondan gönül hoşluğu ile size bir şey bağışlarlarsa",Diyanet 1961
498,4,5,"Allah’ın sizi koruyucu kılmış olduğu mallarınızı, beyinsizlere vermeyin, kendilerini bunların",Diyanet 1961
499,4,6,"Yetimleri, evlenme çağma gelene kadar deneyin; onlarda olgunlaşma görürseniz mallarını",Diyanet 1961
500,4,7,"Ana babanın ve yakınların bıraktıklarından, erkeklere hisse vardır. Ana babanın ve",Diyanet 1961
501,4,8,"Taksimde, yakınlar, yetimler ve düşkünler bulunursa, ondan onlara da verin, güzel sözler",Diyanet 1961
502,4,9,"Arkalarında cılız çocuklar bıraktıkları takdirde, bundan endişe edecek olanlar, haksızlık",Diyanet 1961
503,4,10,"Yetimlerin mallarını haksız yere yiyenler, karınlarına ancak ateş tıkınmış olurlar, zaten onlar",Diyanet 1961
504,4,11,"Allah çocuklarınız hakkında, erkeğe iki dişinin hissesi kadar tavsiye eder. Eğer kadınlar",Diyanet 1961
505,4,12,"Kadınlarınızın çocukları yoksa bıraktıklarının yarısı sizindir, çocukları varsa, bıraktıklarının",Diyanet 1961
506,4,13,Bunlar Allah’ın yasalarıdır. Allah’a ve Peygamberine kim itaat ederse onu içlerinden ırmaklar,Diyanet 1961
507,4,14,"Kim Allah’a ve Peygamberine baş kaldırır ve yasalarını aşarsa, onu, temelli kalacağı",Diyanet 1961
508,4,15,"Kadınlarınızdan zina edenlere, bunu isbat edecek aranızdan dört şahid getirin, şehadet",Diyanet 1961
509,4,16,"İçinizden zina eden iki kimseye eziyet edin, tevbe edip düzeltirlerse onları bırakın. Doğrusu",Diyanet 1961
510,4,17,"Allah kötülüğü bilmeyerek yapıp da, hemen tevbe edenlerin tevbesini kabul etmeyi üzerine",Diyanet 1961
