sıra,sure,ayet,metin,hoca
143,2,136,"Şöyle deyin: &quot;Allah'a, bize indirilene, Ibrahim'e, Ismail'e, Ishak'a, Yakub'a, onun torunlarına indirilene, Musa'ya ve Isa'ya verilene, ve diğer nebilere verilene",Mustafa Öztürk
144,2,137,"Eğer onlar da sizin inandığınız gibi inanırlarsa, hiç kuşkusuz iyiyi ve güzeli bulmuş olurlar; eğer sırt dönerlerse artık onlar şıkak içindedirler/par&cce",Mustafa Öztürk
145,2,138,Allah'ın boyasını esas alın.Allah'tan daha güzel kim boya vurabilir!Biz yalnız O'na kulluk ederiz. ,Mustafa Öztürk
146,2,139,"De ki onlara: &quot;Allah hakkında bizimle tartışıyor musunuz?Oysaki Allah hem bizim Rabbimizdir hem sizin Rabbinizdir.Bizim amellerimiz bize, sizin amelleriniz size.Biz yalnız O'na/Allah'a gönül verenler",Mustafa Öztürk
147,2,140,"Yoksa siz, &quot;Ibrahim, Ismail, Ishak, Yakub ve torunları Yahudi yahut Hıristiyanlardı&quot; mı diyorsunuz?Söyle onlara: &quot;Siz mi daha bilgilisiniz yoksa Allah mı?&quot; Allah'tan kendine ula",Mustafa Öztürk
148,2,141,"Işte bunlar bir ümmetti, gelip geçtiler.Kazandıkları kendilerine.Sizin kazandığınız da size.Onların yapıp ettiklerinden siz sorumlu olmayacaksınız. ",Mustafa Öztürk
149,2,142,"Insanlar içinden bazı beyinsizler: &quot;Onları, yönelmekte oldukları kıbleden ne çevirdi?&quot; diyecekler.De ki: &quot;Doğu da Allah'ın, batı da.O, dilediğini dosdoğru y",Mustafa Öztürk
150,2,143,"Işte böyle!Biz sizi, insanlar üstüne tanık olasınız, resul de sizin üstünüze tanık olsun diye, orta yolu izleyen bir ümmet yaptık.Biz, eskiden üzerinde olduğunu k&#x131",Mustafa Öztürk
151,2,144,"Biz senin, yüzünün habire göğe doğru çevrildiğini elbette görüyoruz.Hoşlanacağın bir kıbleye seni elbette döndüreceğiz.Artık yüzünü Mescid-i",Mustafa Öztürk
152,2,145,"Ehlikitap'a sen her türlü mucizeyi getirsen de onlar senin kıblene uymazlar; sen de onların kıblesine uymayacaksın.Onlar birbirlerinin kıblesine de uymazlar.Eğer sen, ilimden sana nasibin geldikten sonra ",Mustafa Öztürk
153,2,146,"Kendilerine kitap verdiklerimiz, onu öz oğullarını tanıdıkları gibi tanırlar.Bununla birlikte, içlerinden bir zümre, bilip durdukları halde gerçeği hep gizliyorlar. ",Mustafa Öztürk
154,2,147,"Gerçek, Rabbinden gelir.O halde sakın kuşkuya düşenlerden olma. ",Mustafa Öztürk
155,2,148,"Herkesin bir yönü vardır, ona döner.O halde hayırlarda yarışın.Nerede olursanız olun Allah sizi biraraya getirecektir.Allah her şeye güç yetirendir. ",Mustafa Öztürk
156,2,149,"Nereden çıkarsan çık, yüzünü Mescid-i Haram'a döndür.Bu, elbette Rabbinden gelen gerçektir.Allah, yaptıklarınızdan habersiz değildir. ",Mustafa Öztürk
157,2,150,"Nereden çıkarsan çık, yüzünü Mescid-i Haram'a çevir.Nerede olursanız olun, yüzünüzü ona doğru çevirin ki, insanların elinde sizin aleyhinize bir delil bulunm",Mustafa Öztürk
158,2,151,"Nitekim size aranızdan bir resul göndermişiz; size ayetlerimizi okuyor, sizi temizleyip arıtıyor, size Kitap'ı ve hikmeti öğretiyor, size, daha önce bilmediklerinizi belletiyor. ",Mustafa Öztürk
159,2,152,"Anın beni ki, anayım sizi.Şükredin bana, sakın nankörlük etmeyin! ",Mustafa Öztürk
160,2,153,"Ey iman sahipleri!Sabra ve namaza sarılarak yardım dileyin.Hiç kuşkunuz olmasın ki, Allah sabredenlerle beraberdir. ",Mustafa Öztürk
161,2,154,"Allah yolunda öldürülenler için &quot;ölüler&quot; demeyin.Tam aksine, onlar dirilerdir ama siz farkında olmazsınız. ",Mustafa Öztürk
162,2,155,"Yemin olsun ki sizi korku, açlık; mallardan-canlardan-meyvalardan eksiltme türünden bir şeyle mutlaka imtihan edeceğiz.Sabredenlere müjdele. ",Mustafa Öztürk
163,2,156,Onlara bir ıstırap gelip çattığında şöyle derler: &quot;Biz Allah içiniz ve sonunda O'na dönüp gideceğiz.&quot; ,Mustafa Öztürk
164,2,157,"Işte böyleleri üzerine Rablerinden selamlar, bereketler var, bir rahmet var.Işte bunlardır iyiye ve güzele ermiş olanlar. ",Mustafa Öztürk
165,2,158,Safa ile Merve Allah'ın belliklerindendir.Beytullah'ı hac veya umre ile ziyaret edenin onları tavaf etmesinde kendisi için bir sakınca yoktur.Kim içinden gelerek bir hayır işlerse Allah Şa,Mustafa Öztürk
166,2,159,"Indirdiğimiz açık-seçik delillerle, kılavuz mesajı; biz onu Kitap'ta insanlara ayan-beyan gösterdikten sonra gizleyenlere, işte onlara, hem Allah lanet eder hem de diğer lanet okuyanlar lan",Mustafa Öztürk
167,2,160,"Tövbe edip hallerini düzeltenlerle gerçeği açıklayanlar müstesna.Işte böylelerinin tövbesini kabul ederim.Doğrusu ben tövbeleri çok çok kabul edenim, rahmeti sın&",Mustafa Öztürk
168,2,161,"Ayetlerimizi inkar etmiş ve küfre batmış halde ölenlere gelince; Allah'ın, meleklerin ve tüm insanların ilenci onlar üstünedir. ",Mustafa Öztürk
169,2,162,Sürekli o lanetin içindedirler.Ne azapları hafifletilir ne de yüzlerine bakılır. ,Mustafa Öztürk
170,2,163,"Sizin Ilah'ınız Vahid'dir, bir tek Ilah'tır.Ilah yoktur O'ndan başka.Rahman'dır O, Rahim'dir. ",Mustafa Öztürk
171,2,164,"Şu bir gerçek ki göklerin ve yerin yaratılışında, gece ile gündüzün birbiri ardınca gelişinde, insanların yararı için denizde yüzüp giden gemilerde, Allah&pri",Mustafa Öztürk
172,2,165,"Insanlar içinde öyleleri vardır ki, Allah dışında bazılarını Allah!a eş tutarlar da onları Allah'ı sevmiş gibi severler.Iman sahipleri ise Allah'a sevgide",Mustafa Öztürk
173,2,166,"O zaman, izlenenler, kendilerini izleyenlerden uzaklaşıp gitmişlerdir.Azabı gördüler artık, aralarındaki bağlar parçalanıp koptu. ",Mustafa Öztürk
174,2,167,"Izleyenler şöyle demiştir: &quot;Ne olurdu bir kez daha imkan verilse de şunların bizden uzaklaştıkları gibi biz de onlardan uzaklaşsak.&quot; Böylece Allah onlara, yapıp ettiklerini, ke",Mustafa Öztürk
175,2,168,Ey insanlar!Yeryüzündeki nimetlerden temiz ve helal olmak şartıyla yiyin.Şeytanın adımlarını izlemeyin.Çünkü o size açık bir düşmandır. ,Mustafa Öztürk
176,2,169,"Hiç kuşkusuz o, size kötülük, çirkinlik/düzensizlik ve pislik emreder.Ve size, Allah hakkında bilmediğiniz şeyleri söylemenizi buyurur durur. ",Mustafa Öztürk
177,2,170,"Onlara, &quot;Allah'ın indirdiğine uyun&quot; dendiğinde: &quot;Hayır!Biz, atalarımızı üzerinde bulduğumuz şeye uyarız.&quot; Derler.Peki, ataları bir şeye akıl erdire",Mustafa Öztürk
178,2,171,"O küfre sapanların durumu, bağırıp çağırma dışında bir şeyi iştmeyen varlıklara haykıranın durumuna benzer.Sağırdırlar, dilsizdirler, kör",Mustafa Öztürk
179,2,172,Ey iman sahipleri!Size verdiğimiz rızıkların temizlerinden yiyin ve -eğer kendisine kulluk ediyorsanız- Allah'a ş ükredin. ,Mustafa Öztürk
180,2,173,"Allah size leşi, kanı, domuz etini, Allah'tan başkası adına kesileni haram kılmıştır.Ama zorda kalanın, sınırı aşmadan, şunabuna haksızlık ve tecav&",Mustafa Öztürk
181,2,174,"Allah'ın Kitap'tan indirdiği şeyi gizleyip onu basit bir ücret karşılığı satanlar, karınlarında ateşten başka bir şey yemiş olmazlar.Kıyamet gün",Mustafa Öztürk
182,2,175,"Işte bunlar hidayeti satıp şaşkınlığı, affedilmeyi satıp azabı almışlardır.Ne kadar da dayanıklıdırlar ateşe!... ",Mustafa Öztürk
183,2,176,"Bu böyledir.Çünkü Allah, Kitap'ı hak olarak indirmiştir.Kitap'ta çekişmeye girenler, şıkak'a düşmüşlerdir/bütünden uzaklaştırıc&#",Mustafa Öztürk
184,2,177,"Yüzlerinizi doğu ve batı yönüne çevirmeniz zafer ve mutluluğa ermek değildir.Zafer ve mutluluğa ermek o kişinin hakkıdır ki, Allah'a, ahiret gününe, meleklere, kitaplara,",Mustafa Öztürk
185,2,178,"Ey iman edenler!Öldürülenler hakkında üzerinize kısas yazılmıştır.Hür kişiye karşılık hür, köleye karşılık köle, dişiye karş&#",Mustafa Öztürk
186,2,179,"Ey aklı ve gönlü işleyenler, kısasta sizin için hayat vardır.Bu sayede korunmanız umulmaktadır. ",Mustafa Öztürk
187,2,180,"Içinizden birine ölüm geldiğinde, eğer bir hayır bırakacaksa, üzerinize yalan şudur: Ana-babaya, akrabaya, örfe uygun vasiyette bulunmak.Takva sahipleri üstüne bir hak olarak... ",Mustafa Öztürk
188,2,181,"Kim işttikten sonra vasiyeti değiştirirse hiç kuşkusuz bunun günahı onu değiştirenler üzerinedir.Allah herşeyi işitir, herşeyi bilir. ",Mustafa Öztürk
189,2,182,"Kim vasiyet edenin haksızlığa sapmış veya günah işlemiş olmasından endişelenip de ilgililerin arasını bulursa ona günah yoktur.Allah çok affedici, çok merhamet edicid",Mustafa Öztürk
190,2,183,Ey iman sahipleri!Oruç sizden öncekiler üzerine yazıldığı gibi sizin üzerinize de yazılmıştır.Bu sayede korunmanız umulmaktadır. ,Mustafa Öztürk
191,2,184,"Sayılı günlerdir.Sizden kim hasta olur veya yolculuk halinde bulunursa tutamadığı gün sayısınca başka günlerde tutar.Oruca zorlukla dayananlar üzerine düşen, fidye olarak bir yo",Mustafa Öztürk
192,2,185,"Ramazan o aydır ki; insanlara kılavuz olan, iyi-kötü ayrımıyla hidayetten kanıtlar getiren Kur'an, onda indirilmiştir.O halda bu aya ulaşanınız onu oruçlu geçirsin.Hasta ol",Mustafa Öztürk
193,2,186,"Kullarım sana benden sorarlarsa ben Karib'im, gerçekten çok yakınım.Dua edenin çağrısına, bana çağırıp yakardığı anda cevap veririm.Hadi onlar da bana",Mustafa Öztürk
194,2,187,"Oruç gecesi kadınlarınıza yaklaşmak size helal kılınmıştır.Onlar sizin için giysidir, siz de onlar için giysisiniz.Allah sizin öz benliklerinize yazık etmekte olduğ",Mustafa Öztürk
195,2,188,Mallarınızı aranızda haksız ve uydurma yollara başvurarak yemeyin; bilip durduğunuz halde insanların mallarından bir kısmını günaha saparak yemek için onları yarg&#x1,Mustafa Öztürk
196,2,189,"Sana, doğan aylardan sorarlar.De ki: &quot;Onlar, insanların çeşitli yararları ve bir de hac için vakit ölçüleridir.&quot; Hayra ulaşmak evlere arkalarından girmeniz değildir.Hayra ul",Mustafa Öztürk
197,2,190,"Sizinle çarpışmaya girenlerle Allah yolunda siz de çarpışın.Ama haksız yere saldırmayın/çarpışmada zulme sapmayın.Çünkü Allah, sınır tan&#x1",Mustafa Öztürk
198,2,191,"Onları yakaladığınız yerde öldürün; onların sizi çıkardıkları yerden siz de onları çıkarın.Fitne/baskı ve bozgunculuk, öldürmekten daha k&o",Mustafa Öztürk
199,2,192,"Eğer savaşı sona erdirirlerse Allah çok affedici, çok merhametlidir. ",Mustafa Öztürk
200,2,193,Fitne kalmayıncaya ve din yalnızca Allah'ın oluncaya kadar çarpışın.Eğer çarpışmaktan vazgeçerlerse artık zulme sapanlardan başkasına düşmanl&#x13,Mustafa Öztürk
201,2,194,"Haram ay, haram aya karşılıktır.Hürmetler ve yasaklar karşılıklıdır.O halde, azgınlık edip size saldırana, size saldırdığı şekilde ve ölç",Mustafa Öztürk
202,2,195,"Allah yolunda harcama yapın/nimetleri paylaşın; kendi ellerinizle kendinizi tehlikeye atmayın.Güzel düşünüp güzel işler yapın.Çünkü Allah, güzellik sergileyenleri seve",Mustafa Öztürk
203,2,196,"Haccı da umreyi de Allah için tamamlayın.Eğer engellenirseniz, kolayınıza gelen kurban yeterlidir.Kurban, yerine varıncaya kadar başlarınızı traş etmeyin.Içinizden hasta ",Mustafa Öztürk
204,2,197,"Hac, bilinen aylardadır.Kim o aylarda haccı kendisine gerekli kılarsa hacda kadına yaklaşmak, kötülüğe sapmak, kavga ve çekişmeye girmek yoktur.Iyilik olarak yaptığın&#",Mustafa Öztürk
205,2,198,"Rabbinizden bir lütuf ve bereket istemenizde hiçbir sakınca yoktur.Arafat'tan ayrılıp akın ettiğinizde Meş'ar-i Haram'da Allah'ı zikredin.O'nu, O'nun size göster",Mustafa Öztürk
206,2,199,"Sonra, insanların akın edip döndüğü terden siz de dönün ve Allah'tan af dileyin.Çünkü Allah çok affedicidir, çok merhametlidir. ",Mustafa Öztürk
207,2,200,"Gerekli ibadetlerinizi bitirdiğinizde yine Allah'ı anın.Tıpkı atalarınızı andığınız gibi, hatta daha kuvvetli bir anışla.Insanlardan bazısı ş&",Mustafa Öztürk
208,2,201,"Onlardan kimi de şöyle yakarır: &quot;Ey Rabbimiz, bize dünyada da güzellil ver, ahirette de güzellik ver.Ve bizi ateş azabından koru.&quot; ",Mustafa Öztürk
209,2,202,"Işte böyle diyenlere kazandıklarından bir nasip vardır.Allah, hesabı çok çabuk görür. ",Mustafa Öztürk
210,2,203,"Allah'ı sayılı günlerde anın.Kim hemen iki gün içinde işini bitirirse ona günah yoktur.Kim de bunu geciktirir-ertelerse, sakınıp korunduğu takdirde ona da günah yoktur.Allah&p",Mustafa Öztürk
211,2,204,"Insanlardan öylesi vardır ki, onun dünya hayatına ilişkin sözü senin hoşuna gider ve o, kalbindekine Allah'ı tanık tutar.Oysaki o, düşmanların en yamanıdır. ",Mustafa Öztürk
212,2,205,"Yanından ayrıldığında/iş başına geçtiğinde yeryüzünde fesat çıkarmak, ekini ve nesli yok etmek için işe koyulur.Oysaki Allah, fesadı sevmez. ",Mustafa Öztürk
213,2,206,"Ona, &quot;Allah'tan kork&quot; dendiğinde, gurur kendisini günaha götürür.Böylesine, cehennem yeter.Gerçekten ne kötü yataktır o. ",Mustafa Öztürk
214,2,207,"Insanlardan öylesi de vardır ki, benliğini Allah'ın hoşnutluğunu elde etmeye satar.Allah, kullarına karşı Rauf'tur, çok şefkatlidir. ",Mustafa Öztürk
215,2,208,"Ey iman sahipleri!Hepiniz toptan barış içine girin!Şeytanın adımlarını izlemeyin!Çünkü o, sizin için apaçık bir düşmandır. ",Mustafa Öztürk
216,2,209,"Size apaçık deliller geldikten sonra yine yan çizerseniz, şunu bilin ki Allah, tüm yüceliklerin, tüm hikmetlerin sahibidir. ",Mustafa Öztürk
217,2,210,"Onlar, Allah'ın ve meleklerin buluttan gölgeler içinde kendilerine gelmesini ve işin bitirilmesini mi bekliyorlar?Bütün iş ve oluşlar sonunda Allah'a döndürülür. ",Mustafa Öztürk
218,2,211,"Sor Israiloğullarına, onlara nice açık ayet verdik.Kim Allah'ın nimetini, o kendisine geldikten sonra başka kılığa sokarsa kuşku duymasın ki, Allah'ın azabı pe",Mustafa Öztürk
219,2,212,"Iğreti/sefil hayat küfre sapanlara süslü gösterilmiştir; onlar, iman sahipleriyle alay ederler.Takvaya sarılanlar, kıyamet günü onların tepelerinde olacaktır.Allah, dilediğini he",Mustafa Öztürk
220,2,213,"Insanlar bir tek ümmet idi.Sonra Allah, peygamberleri müjdeleyiciler ve uyarıcılar olarak gönderdi.Onlarla beraber, anlaşmazlığa düştükleri konularda, insanlar arasında hükmetsin",Mustafa Öztürk
221,2,214,"Yoksa siz, sizden önce gelip geçmiş olanların karşılaştıklarının benzeri başınıza gelmeden cennete gireceğinizi mi sandınız?Onlar şiddetler, belalar ve zo",Mustafa Öztürk
222,2,215,"Sana, neyi infak edip vereceklerini soruyorlar.De ki: &quot;Infak ettiğiniz mal ve nimet; ana-baba, yakınlar, yetimler, yoksul ve çaresizlerle yolda kalan için olmalıdırHayır olarak yaptığ&#x131",Mustafa Öztürk
223,2,216,"Hoşunuza gitmemekle birlikte, savaş üzerinize yazılmıştır.Bir şey sizin için hayırlı olduğu halde siz ondan tiksinebilirsiniz.Ve bir şey sizin için şer olduğu ",Mustafa Öztürk
224,2,217,"Sana haram ayı, onda savaşmayı soruyorlar.De ki: &quot;O ayda savaş büyük bir günahtır.Ama Allah yolundan alıkoymak, O'na ve Mescid-i Haram'a nankörlük etmek, ora halkını ",Mustafa Öztürk
225,2,218,"Inanıp hicret eden ve Allah yolunda uğraşıp didinenlere gelince, onlar Allah'ın rahmetini umarlar.Allah çok affedici, çok merhametlidir. ",Mustafa Öztürk
226,2,219,Sana uyuşturucuyu/şarabı ve kumarı sorarlar.De ki: &quot;Bu ikisinde büyük bir günah vardır; insanlar için çıkarlar da vardır.Ama onların kötülüğü yararl,Mustafa Öztürk
227,2,220,"Dünya ve ahiret hakkında...Sana yetimlerden de soruyorlar.De ki: &quot;Onları, işe yarar hale getirmek kendileri için daha hayırlıdır.Eğer onlarla bir arada yaşarsanız, onlar sizin karde&#x1",Mustafa Öztürk
228,2,221,"Müşrik kadınlarla, onlar iman edinceye kadar evlenmeyin.Özgürlüğünden yoksun inanmış bir kadın, müşrik bir kadından -müşrik kadın sizin hoşunuza gitse de- ",Mustafa Öztürk
229,2,222,"Sana adet halini de sorarlar.De ki: &quot;O, insana rahatsızlık veren bir haldir.Hayızlı oldukları sırada kadınlardan uzak durun ve onlar temizleninceye kadar kendilerine yaklaşmayın.Iyice temizle",Mustafa Öztürk
230,2,223,"Kadınlar sizin tarlanızdır.O halde tarlanıza dilediğiniz şekilde varın.Öz benlikleriniz için önceden birşeyler gönderin.Allah'tan korkun ve bilin ki, O'na mutlaka ulaşa",Mustafa Öztürk
231,2,224,"Iyilik etmenize, takvaya sarılmanıza, insanlar arasında barışı kurmanıza engel yapmak üzere Allah'ı yeminlerinize siper haline getirmeyin.Allah herşeyi duyar. Herşeyi bilir. ",Mustafa Öztürk
232,2,225,"Allah sizi, dil sürçmesi sonucu lağv olarak yaptığınız yeminlerinizden sorumlu tutmaz; ama O sizi kalplerinizin kazandığından hesaba çeker.Allah Gafur'dur, çok affeder; Halim&p",Mustafa Öztürk
233,2,226,"Kadınlar hakkında ila yapanlar/yaklaşmamaya yemin edenler için dört ay bekleme vardır.Eğer o süre içinde eşlerine dönerlerse Allah bağışlayan, merhamet edendir. ",Mustafa Öztürk
234,2,227,"Eğer boşamaya kesin karar vermişlerse, şüphesiz Allah çok iyi işiten, çok iyi bilendir. ",Mustafa Öztürk
235,2,228,"Boşanmış kadınlar kendi başlarına üç adet ve temizlenme süresi beklerler.Eğer Allah'a ve ahiret gününe inanmakta iseler, Allah'ın onların rahimlerinde yaratt&#x131",Mustafa Öztürk
236,2,229,Boşama iki kezdir.Bunun ardından da ya iyilikle tutmak ya da güzelce serbest bırakmak gerekir.Onlara verdiğinizden birşeyi geri almanız size helal olmaz.Erkekle kadının Allah'ın sın&#x1,Mustafa Öztürk
237,2,230,"Bütün bunların ardından erkek, kadını boşarsa artık bundan sonra başka bir eşle nikahlanıncaya kadar ilk erkeğe helal olmaz.Ikinci erkek kadını boşadı&#x11F",Mustafa Öztürk
238,2,231,"Kadınları boşadığınızda, bekleme sürelerini tamamladılar mı ya onları örfe uygun olarak tutun yahut da örfe uygun olarak serbest bırakın.Onları, zulmetmeniz i&cced",Mustafa Öztürk
239,2,232,"Kadınları boşadığınız zaman bekleme sürelerini tamamladıklarında, kendi aralarında örfe uygun olarak anlaşmışlarsa eski kocalarıyla nikahlanmaları hususunda",Mustafa Öztürk
240,2,233,Anneler çocuklarını -emzirmeyi tamamlamak isteyen kimseler için- tam iki yıl emzirirler.Annelerin yiyeceklerini ve giyeceklerini örfe uygun biçimde hazırlamak çocuğun babasına aittir.Hi&c,Mustafa Öztürk
241,2,234,"Içinizden ölüp de geriye zevceler bırakanların bu eşleri, dört ay on gün kendi başlarına beklerler.Sürelerini tamamladıklarında kendilerince uygun gördüklerini ö",Mustafa Öztürk
242,2,235,"Iddet bekleyen kadınlara evlenme isteğinizi dolaylı yoldan anlatmanızda veya böyle birşeyi içinizde saklamanızda sizin için hiçbir günah yoktur.Allah bilmiştir ki, siz onlar&#x1",Mustafa Öztürk
