sira,sure,ayet,metin,hoca
184,2,177,"Righteousness is not turning your faces towards the east or the west. Righteous are those who believe in GOD, the Last Day, the angels, the scripture, and the prophets; and they give the money, cheerfully, to the relatives, the orphans, the needy, the traveling alien, the beggars, and to free the slaves; and they observe the Contact Prayers (Salat) and give the obligatory charity (Zakat); and they keep their word whenever they make a promise; and they steadfastly persevere in the face of persecution, hardship, and war. These are the truthful; these are the righteous.",Rashad Khalifa
185,2,178,"O you who believe, equivalence is the law decreed for you when dealing with murder - the free for the free, the slave for the slave, the female for the female. If one is pardoned by the victim's kin, an appreciative response is in order, and an equitable compensation shall be paid. This is an alleviation from your Lord and mercy. Anyone who transgresses beyond this incurs a painful retribution.",Rashad Khalifa
186,2,179,"Equivalence is a life saving law for you, O you who possess intelligence, that you may be righteous.",Rashad Khalifa
187,2,180,"It is decreed that when death approaches, you shall write a will for the benefit of the parents and relatives, equitably. This is a duty upon the righteous.",Rashad Khalifa
188,2,181,"If anyone alters a will he had heard, the sin of altering befalls those responsible for such altering. GOD is Hearer, Knower.",Rashad Khalifa
189,2,182,"If one sees gross injustice or bias on the part of a testator, and takes corrective action to restore justice to the will, he commits no sin. GOD is Forgiver, Most Merciful.",Rashad Khalifa
190,2,183,"O you who believe, fasting is decreed for you, as it was decreed for those before you, that you may attain salvation.",Rashad Khalifa
191,2,184,"Specific days (are designated for fasting); if one is ill or traveling, an equal number of other days may be substituted. Those who can fast, but with great difficulty, may substitute feeding one poor person for each day of breaking the fast. If one volunteers (more righteous works), it is better. But fasting is the best for you, if you only knew.",Rashad Khalifa
192,2,185,"Ramadan is the month during which the Quran was revealed, providing guidance for the people, clear teachings, and the statute book. Those of you who witness this month shall fast therein. Those who are ill or traveling may substitute the same number of other days. GOD wishes for you convenience, not hardship, that you may fulfill your obligations, and to glorify GOD for guiding you, and to express your appreciation.",Rashad Khalifa
193,2,186,"When My servants ask you about Me, I am always near. I answer their prayers when they pray to Me. The people shall respond to Me and believe in Me, in order to be guided.",Rashad Khalifa
194,2,187,"Permitted for you is sexual intercourse with your wives during the nights of fasting. They are the keepers of your secrets, and you are the keepers of their secrets. GOD knew that you used to betray your souls, and He has redeemed you, and has pardoned you. Henceforth, you may have intercourse with them, seeking what GOD has permitted for you. You may eat and drink until the white thread of light becomes distinguishable from the dark thread of night at dawn. Then, you shall fast until sunset. Sexual intercourse is prohibited if you decide to retreat to the masjid (during the last ten days of Ramadan). These are GOD's laws; you shall not transgress them. GOD thus clarifies His revelations for the people, that they may attain salvation.",Rashad Khalifa
195,2,188,"You shall not take each others' money illicitly, nor shall you bribe the officials to deprive others of some of their rights illicitly, while you know.",Rashad Khalifa
196,2,189,"They ask you about the phases of the moon! Say, ""They provide a timing device for the people, and determine the time of Hajj."" It is not righteous to beat around the bush; righteousness is attained by upholding the commandments and by being straightforward. You shall observe GOD, that you may succeed.,",Rashad Khalifa
197,2,190,"You may fight in the cause of GOD against those who attack you, but do not aggress. GOD does not love the aggressors.",Rashad Khalifa
198,2,191,"You may kill those who wage war against you, and you may evict them whence they evicted you. Oppression is worse than murder. Do not fight them at the Sacred Masjid, unless they attack you therein. If they attack you, you may kill them. This is the just retribution for those disbelievers.",Rashad Khalifa
199,2,192,"If they refrain, then GOD is Forgiver, Most Merciful.",Rashad Khalifa
200,2,193,"You may also fight them to eliminate oppression, and to worship GOD freely. If they refrain, you shall not aggress; aggression is permitted only against the aggressors.",Rashad Khalifa
201,2,194,"During the Sacred Months, aggression may be met by an equivalent response. If they attack you, you may retaliate by inflicting an equitable retribution. You shall observe GOD and know that GOD is with the righteous.",Rashad Khalifa
202,2,195,You shall spend in the cause of GOD; do not throw yourselves with your own hands into destruction. You shall be charitable; GOD loves the charitable.,Rashad Khalifa
203,2,196,"You shall observe the complete rites of Hajj and 'Umrah for GOD. If you are prevented, you shall send an offering, and do not resume cutting your hair until your offering has reached its destination. If you are ill, or suffering a head injury (and you must cut your hair), you shall expiate by fasting, or giving to charity, or some other form of worship. During the normal Hajj, if you break the state of Ihraam (sanctity) between 'Umrah and Hajj, you shall expiate by offering an animal sacrifice. If you cannot afford it, you shall fast three days during Hajj and seven when you return home - this completes ten - provided you do not live at the Sacred Masjid. You shall observe GOD, and know that GOD is strict in enforcing retribution.",Rashad Khalifa
204,2,197,"Hajj shall be observed in the specified months . Whoever sets out to observe Hajj shall refrain from sexual intercourse, misconduct, and arguments throughout Hajj. Whatever good you do, GOD is fully aware thereof. As you prepare your provisions for the journey, the best provision is righteousness. You shall observe Me, O you who possess intelligence.",Rashad Khalifa
205,2,198,"You commit no error by seeking provisions from your Lord (through commerce). When you file from 'Arafaat, you shall commemorate GOD at the Sacred Location (of Muzdalifah). You shall commemorate Him for guiding you; before this, you had gone astray.",Rashad Khalifa
206,2,199,"You shall file together, with the rest of the people who file, and ask GOD for forgiveness. GOD is Forgiver, Most Merciful.",Rashad Khalifa
207,2,200,"Once you complete your rites, you shall continue to commemorate GOD as you commemorate your own parents, or even better. Some people would say, ""Our Lord, give us of this world,"" while having no share in the Hereafter.",Rashad Khalifa
208,2,201,"Others would say, ""Our Lord, grant us righteousness in this world, and righteousness in the Hereafter, and spare us the retribution of Hell.""",Rashad Khalifa
209,2,202,Each of these will receive the share they have earned. GOD is most efficient in reckoning.,Rashad Khalifa
210,2,203,"You shall commemorate GOD for a number of days (in Mena); whoever hastens to do this in two days commits no sin, and whoever stays longer commits no sin, so long as righteousness is maintained. You shall observe GOD, and know that before Him you will be gathered.",Rashad Khalifa
211,2,204,"Among the people, one may impress you with his utterances concerning this life, and may even call upon GOD to witness his innermost thoughts, while he is a most ardent opponent.",Rashad Khalifa
212,2,205,"As soon as he leaves, he roams the earth corruptingly, destroying properties and lives. GOD does not love corruption.",Rashad Khalifa
213,2,206,"When he is told, ""Observe GOD,"" he becomes arrogantly indignant. Consequently, his only destiny is Hell; what a miserable abode.",Rashad Khalifa
214,2,207,Then there are those who dedicate their lives to serving GOD; GOD is compassionate towards such worshipers.,Rashad Khalifa
