sira,sure,ayet,metin,hoca,arapca
61,2,54,"Hani Musa kavmine şöyle demişti: ""Ey kavmim! Şüphesiz ki siz, buzağıyı (ilah) edinmekle kendinize haksızlık ettiniz. Onun için, Yaratıcınıza[1] tevbe edin de nefsinizi (kötü duygularınızı) öldürün! Böyle yapmanız Yaratıcınız katında sizin için hayırlı olandır. Böylece Allah tevbenizi kabul etmiş olur. Şüphesiz ki yalnızca O, tevbeleri çok kabul edendir, çok merhametlidir.""",Mehmet Okuyan,وَاِذْ قَالَ مُوسٰى لِقَوْمِه۪ يَا قَوْمِ اِنَّكُمْ ظَلَمْتُمْ اَنْفُسَكُمْ بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُٓوا اِلٰى بَارِئِكُمْ فَاقْتُلُٓوا اَنْفُسَكُمْۜ  ذٰلِكُمْ خَيْرٌ لَكُمْ عِنْدَ بَارِئِكُمْۜ  فَتَابَ عَلَيْكُمْۜ  اِنَّهُ هُوَ التَّوَّابُ الرَّح۪يمُ
62,2,55,"Hani ""Ey Musa! Biz Allah'ı açıkça görünceye kadar sana asla inanmayız."" demiştiniz de bakıyorken sizi yıldırım yakalamıştı (çarpmıştı).",Mehmet Okuyan,وَاِذْ قُلْتُمْ يَا مُوسٰى لَنْ نُؤْمِنَ لَكَ حَتّٰى نَرَى اللّٰهَ جَهْرَةً فَاَخَذَتْكُمُ الصَّاعِقَةُ وَاَنْتُمْ تَنْظُرُونَ
63,2,56,"Sonra (manevi)[1] ölümünüzün ardından, şükredesiniz diye sizi (Vahiy ile) diriltmiştik.",Mehmet Okuyan,ثُمَّ بَعَثْنَاكُمْ مِنْ بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ
64,2,57,"Sizi bulutla gölgelendirmiş, size kudret helvası ile bıldırcın eti indirmiş (vermiş),[1] ""Size rızık olarak verdiğimiz temiz şeylerden yiyin!"" (demiştik). (Emirlerimizi dinlememekle) onlar bize zulmetmemişlerdi; ancak kendilerine yazık etmişlerdi.[2]",Mehmet Okuyan,وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَاَنْزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوٰىۜ   كُلُوا مِنْ طَيِّبَاتِ مَا رَزَقْنَاكُمْۜ وَمَا ظَلَمُونَا وَلٰكِنْ كَانُٓوا اَنْفُسَهُمْ يَظْلِمُونَ
65,2,58,"Hani (İsrailoğulları'na) şöyle demiştik: ""Şu şehre girip (yerleşin); onun (nimetlerinden) dilediğiniz gibi bolca yiyip (yararlanın)![1] Kapıdan eğilerek (saygıyla) girin ve ""Hıttah! (Bizi bağışla!)""[2] deyin ki sizin için hatalarınızı bağışlayalım. Güzel davrananların (ödülünü) ileride daha da artıracağız.""",Mehmet Okuyan,وَاِذْ قُلْنَا ادْخُلُوا هٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَداً وَادْخُلُوا الْبَابَ سُجَّداً وَقُولُوا حِطَّةٌ نَغْفِرْ لَكُمْ خَطَايَاكُمْۜ وَسَنَز۪يدُ الْمُحْسِن۪ينَ
66,2,59,"(İçlerinden bazı) zalimler, kendilerinden (söylemeleri) istenen sözü başka bir sözle değiştirmişlerdi. Biz de yoldan çıkmaları nedeniyle üzerlerine gökten bir azap göndermiştik.[1]",Mehmet Okuyan,فَبَدَّلَ الَّذ۪ينَ ظَلَمُوا قَوْلاً غَيْرَ الَّذ۪ي ق۪يلَ لَهُمْ فَاَنْزَلْنَا عَلَى الَّذ۪ينَ ظَلَمُوا رِجْزاً مِنَ السَّمَٓاءِ بِمَا كَانُوا يَفْسُقُونَ۟
67,2,60,"Hani Musa, kavmi için su isteyince (ona) ""Asanla taşa vur!""[1] demiştik. Hemen ondan on iki pınar fışkırmıştı. Her kabile de elbette içeceği yeri bilmişti. (Onlara şöyle demiştik:) ""Allah'ın (yarattığı) rızkından yiyin, için! Yeryüzünde bozguncular olarak karışıklık çıkarmayın!""[2]",Mehmet Okuyan,وَاِذِ اسْتَسْقٰى مُوسٰى لِقَوْمِه۪ فَقُلْنَا اضْرِبْ بِعَصَاكَ الْحَجَرَۜ فَانْفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْناًۜ قَدْ عَلِمَ كُلُّ اُنَاسٍ مَشْرَبَهُمْۜ كُلُوا وَاشْرَبُوا مِنْ رِزْقِ اللّٰهِ وَلَا تَعْثَوْا فِي الْاَرْضِ مُفْسِد۪ينَ
68,2,61,"Hani siz (verilen nimetlere karşılık) şöyle demiştiniz: ""Ey Musa! Tek (çeşit) yemeğe sabredemeyiz. Bizim için Rabbine dua et de yerin yetiştirdiği şeylerden; sebzesinden, salatalığından (acurundan), sarımsağından, mercimeğinden ve soğanından bize çıkarsın (lütfetsin)!"" (Musa ise) ""Daha iyiyi daha düşük ile değiştirmek mi istiyorsunuz? Şehre inin; şüphesiz ki istedikleriniz sizin için (orada) var!"" demişti. (Bundan sonra) üzerlerine alçaklık ve çaresizlik damgası vurulmuş ve Allah'ın gazabına uğramışlardı. Bunun sebebi, Allah'ın ayetlerini inkâr etmeleri ve haksız olarak peygamberleri öldürmeleriydi. Bütün bunlar, isyana devam etmeleri ve haddi aşmış olmaları sebebiyledir.[1]",Mehmet Okuyan,وَاِذْ قُلْتُمْ يَا مُوسٰى لَنْ نَصْبِرَ عَلٰى طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنْبِتُ الْاَرْضُ مِنْ بَقْلِهَا وَقِثَّٓائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَاۜ قَالَ اَتَسْتَبْدِلُونَ الَّذ۪ي هُوَ اَدْنٰى بِالَّذ۪ي هُوَ خَيْرٌۜ اِهْبِطُوا مِصْراً فَاِنَّ لَكُمْ مَا سَاَلْتُمْۜ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَٓاؤُ۫ بِغَضَبٍ مِنَ اللّٰهِۜ ذٰلِكَ بِاَنَّهُمْ كَانُوا يَكْفُرُونَ بِاٰيَاتِ اللّٰهِ وَيَقْتُلُونَ النَّبِيّ۪نَ بِغَيْرِ الْحَقِّۜ ذٰلِكَ بِمَا عَصَوْا وَكَانُوا يَعْتَدُونَ۟
69,2,62,"Şüphesiz ki iman edenler, yahudi olanlar, sabiiler[1] ve hristiyanlar(dan) kim Allah'a ve ahiret gününe iman edip iyi işler yaparsa, onlar için Rableri katında ödül(ler)i vardır. Onlara herhangi bir korku yoktur; onlar üzülmeyecek de.[2]",Mehmet Okuyan,اِنَّ الَّذ۪ينَ اٰمَنُوا وَالَّذ۪ينَ هَادُوا وَالنَّصَارٰى وَالصَّابِـ۪ٔينَ مَنْ اٰمَنَ بِاللّٰهِ وَالْيَوْمِ الْاٰخِرِ وَعَمِلَ صَالِحاً فَلَهُمْ اَجْرُهُمْ عِنْدَ رَبِّهِمْۖ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ
70,2,63,"Hani sizden sağlam bir söz almış, üzerinize (Sînâ)[1] Dağı(nı âdeta) kaldırmıştık. (Onlara) ""Size verdiğimizi (Kitabı) kuvvetle alın (ona sıkıca tutunun)[2] ve içinde olanı hatırlayın ki takvâlı olabilesiniz."" (demiştik).",Mehmet Okuyan,وَاِذْ اَخَذْنَا م۪يثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَۜ خُذُوا مَٓا اٰتَيْنَاكُمْ بِقُوَّةٍ وَاذْكُرُوا مَا ف۪يهِ لَعَلَّكُمْ تَتَّقُونَ
71,2,64,"Ondan sonra sözünüzden dönmüştünüz. Allah'ın iyiliği ve merhameti sizin üzerinize olmasaydı, şüphesiz ki zarara uğrayanlardan olurdunuz.",Mehmet Okuyan,ثُمَّ تَوَلَّيْتُمْ مِنْ بَعْدِ ذٰلِكَۚ فَلَوْلَا فَضْلُ اللّٰهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنْتُمْ مِنَ الْخَاسِر۪ينَ
72,2,65,"İçinizden cumartesi günü (avlanma yasağını)[1] çiğneyenleri ve bu yüzden kendilerine ""Aşağılık maymunlar (gibi) olun!""[2] dediğimizi elbette bilmektesiniz.",Mehmet Okuyan,وَلَقَدْ عَلِمْتُمُ الَّذ۪ينَ اعْتَدَوْا مِنْكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِـ۪ٔينَۚ
73,2,66,"Bunu öndekilere (onları görenlere) ve arkalarındakilere (ibretlik) bir ceza, muttakîler (duyarlı olanlar) için de bir öğüt kılmıştık.",Mehmet Okuyan,فَجَعَلْنَاهَا نَكَالاً لِمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِلْمُتَّق۪ينَ
74,2,67,"Hani Musa, kavmine ""Şüphesiz ki Allah herhangi bir inek[1] kesmenizi emrediyor."" demişti. (Onlar) ""Bizimle alay mı ediyorsun?"" deyince, o da ""Cahillerden olmaktan Allah'a sığınırım."" demişti.",Mehmet Okuyan,وَاِذْ قَالَ مُوسٰى لِقَوْمِه۪ٓ اِنَّ اللّٰهَ يَأْمُرُكُمْ اَنْ تَذْبَحُوا بَقَرَةًۜ قَالُٓوا اَتَتَّخِذُنَا هُزُواًۜ قَالَ اَعُوذُ بِاللّٰهِ اَنْ اَكُونَ مِنَ الْجَاهِل۪ينَ
75,2,68,"(Onlar) ""Bizim adımıza Rabbine dua et de onun (özelliklerinin) ne olduğunu bize açıklasın."" (Musa da) ""Allah diyor ki o, ne yaşlı ne de körpe, ikisi arasında bir inektir. Size emredileni hemen yapın."" demişti.",Mehmet Okuyan,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَۜ قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ لَا فَارِضٌ وَلَا بِكْرٌۜ عَوَانٌ بَيْنَ ذٰلِكَۜ فَافْعَلُوا مَا تُؤْمَرُونَ
76,2,69,"(Onlar) ""Bizim adımıza Rabbine dua et; bize onun renginin nasıl olduğunu açıklasın."" demişlerdi. (Musa da) ""Allah diyor ki o, bakanlara huzur veren parlak sarı renkli bir inektir."" demişti.",Mehmet Okuyan,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا لَوْنُهَاۜ قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ صَفْرَٓاءُۙ فَاقِعٌ لَوْنُهَا تَسُرُّ النَّاظِر۪ينَ
77,2,70,"(Onlar) ""Bizim adımıza Rabbine dua et de onun (özelliklerinin) ne olduğunu bize açıklasın; (nasıl) bir inek (keseceğimizi iyice) karıştırdık.[1] inşallah biz emredileni yapma yolunu buluruz."" demişlerdi.",Mehmet Okuyan,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَۙ اِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَاۜ وَاِنَّٓا اِنْ شَٓاءَ اللّٰهُ لَمُهْتَدُونَ
78,2,71,"(Musa da) ""Allah diyor ki o, henüz boyunduruk altına alınmayan, toprak sürmeyen, ekin sulamayan, serbest dolaşan, renginde hiç alacası bulunmayan bir inektir."" demişti. (Bunun üzerine onlar) ""İşte şimdi gerçeği getirdin (tam olarak açıkladın)!"" cevabını vermişler ve hemen (onu bulup) kesmişlerdi ama neredeyse yapamayacaklardı.",Mehmet Okuyan,قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ لَا ذَلُولٌ تُث۪يرُ الْاَرْضَ وَلَا تَسْقِي الْحَرْثَۚ مُسَلَّمَةٌ لَا شِيَةَ ف۪يهَاۜ قَالُوا الْـٰٔنَ جِئْتَ بِالْحَقِّۜ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ۟
79,2,72,Hani siz bir kişiyi öldürmüştünüz de onun hakkında birbirinizle atışmıştınız. (Oysa) Allah gizlemekte olduğunuzu (ortaya) çıkarıcıdır.,Mehmet Okuyan,وَاِذْ قَتَلْتُمْ نَفْساً فَادّٰرَءْتُمْ ف۪يهَاۜ وَاللّٰهُ مُخْرِجٌ مَا كُنْتُمْ تَكْتُمُونَۚ
80,2,73,"""Şimdi ona (öldürülen kişiye, kesilen ineğin) bir parçasıyla vurun."" demiştik. Böylece Allah ölüleri diriltir ve akıl edesiniz diye size delillerini gösterir.",Mehmet Okuyan,فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَاۜ   كَذٰلِكَ يُحْـيِ اللّٰهُ الْمَوْتٰى وَيُر۪يكُمْ اٰيَاتِه۪ لَعَلَّكُمْ تَعْقِلُونَ
81,2,74,Bunlardan sonra kalpleriniz (yine) katılaşmıştı. Artık onlar (kalpleriniz) taş gibi hatta daha da katıdır.[1] Şüphesiz ki taşlardan öylesi var ki içinden ırmaklar fışkırır. Öylesi de var ki yarılır da ondan su çıkar. Bir kısmı da Allah'a saygı nedeniyle (yukardan aşağı) iner.[2] Allah yapmakta olduklarınızdan asla habersiz değildir.,Mehmet Okuyan,ثُمَّ قَسَتْ قُلُوبُكُمْ مِنْ بَعْدِ ذٰلِكَ فَهِيَ كَالْحِجَارَةِ اَوْ اَشَدُّ قَسْوَةًۜ وَاِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْاَنْهَارُۜ وَاِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَٓاءُۜ وَاِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللّٰهِۜ وَمَا اللّٰهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ
82,2,75,"Onların (kitap ehlinin) size inanacaklarını mı umuyorsunuz! Oysa onlardan bir grup, Allah'ın kelamını duyarlar da iyice anladıktan sonra bilerek onu tahrif ederler(di).[1]",Mehmet Okuyan,اَفَتَطْمَعُونَ اَنْ يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَر۪يقٌ مِنْهُمْ يَسْمَعُونَ كَلَامَ اللّٰهِ ثُمَّ يُحَرِّفُونَهُ مِنْ بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ
83,2,76,"(Bunlar) müminlerle karşılaştıkları zaman ""(Biz de) iman ettik."" derler.[1] Birbirleriyle baş başa kaldıklarında ""Allah'ın size açtıklarını (Tevrat'taki bilgileri), Rabbiniz katında aleyhinize delil getirmeleri için mi onlara anlatıyorsunuz? (Bunları) akıl etmiyor musunuz?"" derler.",Mehmet Okuyan,وَاِذَا لَقُوا الَّذ۪ينَ اٰمَنُوا قَالُٓوا اٰمَنَّاۚ وَاِذَا خَلَا بَعْضُهُمْ اِلٰى بَعْضٍ قَالُٓوا اَتُحَدِّثُونَهُمْ بِمَا فَتَحَ اللّٰهُ عَلَيْكُمْ لِيُحَٓاجُّوكُمْ بِه۪ عِنْدَ رَبِّكُمْۜ اَفَلَا تَعْقِلُونَ
84,2,77,Bilmezler mi ki Allah şüphesiz ki onların gizlediklerini de açıkladıklarını da bilmektedir.[1],Mehmet Okuyan,اَوَلَا يَعْلَمُونَ اَنَّ اللّٰهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ
85,2,78,İçlerinde birtakım ümmiler[1] vardır ki kuruntular dışında Kitab'ı (Tevrat'ı) bilmezler. Onlar zandan başka bir şeyde bulunmuyorlar.,Mehmet Okuyan,وَمِنْهُمْ اُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ اِلَّٓا اَمَانِيَّ وَاِنْ هُمْ اِلَّا يَظُنُّونَ
86,2,79,"Kitab'ı (Tevrat'ı) kendi elleriyle yazıp sonra onu az bir bedel karşılığında satmak için ""Bu, Allah katındandır."" diyenlere yazıklar olsun! Elleriyle yazdıkları nedeniyle onların vay hâllerine! Kazandıkları nedeniyle onların vay hâllerine!",Mehmet Okuyan,فَوَيْلٌ لِلَّذ۪ينَ يَكْتُبُونَ الْكِتَابَ بِاَيْد۪يهِمْ ثُمَّ يَقُولُونَ هٰذَا مِنْ عِنْدِ اللّٰهِ لِيَشْتَرُوا بِه۪ ثَمَناً قَل۪يلاًۜ فَوَيْلٌ لَهُمْ مِمَّا كَتَبَتْ اَيْد۪يهِمْ وَوَيْلٌ لَهُمْ مِمَّا يَكْسِبُونَ
87,2,80,"(Kitap ehlinden bazıları) ""Sayılı birkaç gün hariç, bize ateş dokunmayacaktır."" demişlerdi.[1] (Onlara) de ki: ""Siz Allah katından bir söz mü aldınız -ki Allah asla sözünden caymaz-[2] yoksa Allah hakkında bilmediğiniz şeyleri mi söylüyorsunuz?""",Mehmet Okuyan,وَقَالُوا لَنْ تَمَسَّنَا النَّارُ اِلَّٓا اَيَّاماً مَعْدُودَةًۜ قُلْ اَتَّخَذْتُمْ عِنْدَ اللّٰهِ عَهْداً فَلَنْ يُخْلِفَ اللّٰهُ عَهْدَهُٓ اَمْ تَقُولُونَ عَلَى اللّٰهِ مَا لَا تَعْلَمُونَ
88,2,81,"Hayır! Kim bir kötülük işler de kötülüğü kendisini çepeçevre kuşatırsa, işte o kişiler ateş halkıdır. Onlar orada ebedî kalacaklardır.",Mehmet Okuyan,بَلٰى مَنْ كَسَبَ سَيِّئَةً وَاَحَاطَتْ بِه۪ خَط۪ٓيـَٔتُهُ فَاُو۬لٰٓئِكَ اَصْحَابُ النَّارِۚ هُمْ ف۪يهَا خَالِدُونَ
89,2,82,İman edip iyi işler yapanlara gelince onlar cennet halkıdır. Onlar da orada ebedî kalacaklardır.,Mehmet Okuyan,وَالَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ اُو۬لٰٓئِكَ اَصْحَابُ الْجَنَّةِۚ هُمْ ف۪يهَا خَالِدُونَ۟
90,2,83,"Hani biz, İsrailoğulları'ndan ""Allah'tan başkasına kulluk etmeyeceksiniz; ana babaya güzel davranacaksınız;[1] yakınlara, yetimlere ve yoksullara (iyilik yapacaksınız)"" diye söz almıştık. İnsanlara güzel söz söyleyin; namazı kılın ve zekâtı verin![2] Sonunda azınız hariç, yüz çevirerek dönüp gitmiştiniz.",Mehmet Okuyan,وَاِذْ اَخَذْنَا م۪يثَاقَ بَن۪ٓي اِسْرَٓائ۪لَ لَا تَعْبُدُونَ اِلَّا اللّٰهَ وَبِالْوَالِدَيْنِ اِحْسَاناً وَذِي الْقُرْبٰى وَالْيَتَامٰى وَالْمَسَاك۪ينِ وَقُولُوا لِلنَّاسِ حُسْناً وَاَق۪يمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَۜ ثُمَّ تَوَلَّيْتُمْ اِلَّا قَل۪يلاً مِنْكُمْ وَاَنْتُمْ مُعْرِضُونَ
91,2,84,"Hani birbirinizin kanlarını dökmeyeceğinize, birbirinizi yurtlarınızdan çıkarmayacağınıza dair sizden söz almıştık. Sonunda siz de şahit olarak (bunları) kabul etmiştiniz.[1]",Mehmet Okuyan,وَاِذْ اَخَذْنَا م۪يثَاقَكُمْ لَا تَسْفِكُونَ دِمَٓاءَكُمْ وَلَا تُخْرِجُونَ اَنْفُسَكُمْ مِنْ دِيَارِكُمْ ثُمَّ اَقْرَرْتُمْ وَاَنْتُمْ تَشْهَدُونَ
92,2,85,"Ardından siz öyle kimselersiniz ki birbirinizi öldürüyor, aranızdan bir grubu yurtlarından çıkarıyor, günahta ve düşmanlıkta onlara karşı birbirinize arka çıkıyorsunuz. Onları yurtlarından çıkarmak size haram olduğu hâlde (hem çıkarıyor hem de) size esirler olarak geldiklerinde fidye veri(p onları kurtarı)yorsunuz.[1]Yoksa siz Kitab'ın (Tevrat'ın) bir kısmına inanıp bir kısmını inkâr mı ediyorsunuz?[2] Böyle davrananlarınızın cezası, dünya hayatında rezillikten başka nedir ki! Kıyamet gününde ise en şiddetli azaba çarptırılacaklardır. Allah yapmakta olduklarınızdan asla habersiz değildir.",Mehmet Okuyan,ثُمَّ اَنْتُمْ هٰٓؤُ۬لَٓاءِ تَقْتُلُونَ اَنْفُسَكُمْ وَتُخْرِجُونَ فَر۪يقاً مِنْكُمْ مِنْ دِيَارِهِمْۘ تَظَاهَرُونَ عَلَيْهِمْ بِالْاِثْمِ وَالْعُدْوَانِۜ وَاِنْ يَأْتُوكُمْ اُسَارٰى تُفَادُوهُمْ وَهُوَ مُحَرَّمٌ عَلَيْكُمْ اِخْرَاجُهُمْۜ اَفَتُؤْمِنُونَ بِبَعْضِ الْكِتَابِ وَتَكْفُرُونَ بِبَعْضٍۚ فَمَا جَزَٓاءُ مَنْ يَفْعَلُ ذٰلِكَ مِنْكُمْ اِلَّا خِزْيٌ فِي الْحَيٰوةِ الدُّنْيَاۚ وَيَوْمَ الْقِيٰمَةِ يُرَدُّونَ اِلٰٓى اَشَدِّ الْعَذَابِۜ وَمَا اللّٰهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ
